word	polarity	subjectivity
ellu00e	0	-0.17
ellugar	0	-0.09
ellwanger	0	-0.17
elly	0	-0.17
elm	0.08	0.06
elmaleh	0	-0.09
elmar	0	-0.09
elmartes	-0.02	0.12
elmartutino.cl:	0	-0.09
elmatacuras	-0.24	0.18
elmaule.cl	0	-0.09
elme	0	-0.09
elmejor	0	-0.09
elmer	0	-0.26
elmercurio	-0.08	0.06
elmercurio.com	0	-0.09
elmes	0	-0.34
elminada	0	-0.09
elmo	0	-0.26
elmomentodeayudarsincondiciones	0	-0.09
elmonitor.net	0	-0.26
elmostrado	0	-0.52
elmostrador	0	-1.03
elmostrador.cl/sos	0	-0.17
elmostrador.cl:	0	-0.09
elmscan	0	-0.52
elmundo	0	-0.09
elmundo.es	0.24	-1.93
elmundo.es:	0.08	-0.21
elmé	0	-0.09
elnacionalweb	0	-0.26
elnas	0	-0.09
elnaveghable.cl:	0	-0.09
elnorte	0	-0.34
elnortero	0	-0.17
elnortero.cl:	0	-0.52
elnuevodia.com	0	-0.09
elnumero	0	-0.17
elo	0	-0.6
elobservatodo.cl:	0	-0.26
elocuente	0	-0.95
elocuentes	0	-0.26
elogia	0	-1.21
elogiada	0	-0.95
elogiado	0	-0.09
elogiand	0	-0.09
elogiando	0	-0.09
elogiandola	0	-0.09
elogiar	0	-0.09
elogiei	0	-0.09
elogio	0	-0.52
elogios	0.08	0
elogres	0.08	0.06
eloisa	0	-0.26
eloquent	0	-0.09
elortegui	0.08	-1.85
elorz	0	-0.09
elorza	0	-0.17
elos	0	-0.86
elot	0	-0.09
elote	0.16	0.11
elotica	0	-0.09
eloton	0.08	0.06
elotro	0	-0.09
eloy	0.13	0.16
eloyflyrecords	0	-0.09
elp	0	-0.69
elpadre	0	-0.09
elpais	0	-0.95
elpais.es	0	-0.17
elpanda70	0.16	0.08
elparadero	0	-0.09
elparadiario14	0	-0.09
elpaís	0.08	-0.3
elperiódico	0	-0.09
elperro@elplog.com	0	-0.09
elpiso	0	-0.09
elportaldesol.com.ar	0	-0.43
elpreciodel	0	-0.09
elproblema	0	-0.09
elpublico	0.08	0.06
elpueblo	0	-0.09
elpuertero	0	-0.09
elqu	0	-0.17
elque	0	-0.09
elquenopuedesernombrad	0	-0.09
elqui	0	-0.17
elquí	0	-0.09
elqwu00c7	0	-0.09
elrancahuaso.cl:	0	-0.69
elrector	0	-0.09
elregional	0	-0.09
elrepuertero	0	-0.09
elrepuertero.cl:	0	-0.43
elresto	-0.08	0.06
elri	0	-0.09
elromantico	0	-0.17
elrt	0	-0.09
els	0.08	-0.56
elsa	-0.13	-1.95
elsafari.cl	0	-0.09
elsalvador.com	0	-0.17
elsaqueo	0	-0.09
else	0	-0.43
elsector	0	-0.09
elservicio	0	-0.09
elseñor	0	-0.09
elshow	0.08	0.06
elsie	0	-0.09
elsnscafe	0	-0.09
elsonfco_91@hotmail.com	0.08	0.06
elsuel	0	-0.09
elsueño	0	-0.09
elsur	-0.02	0.12
elsur.cl	0	-0.09
elsuy	0	-0.09
eltema	0	-0.09
elterremoto	0	-0.17
eltiempo.com	0	-0.17
eltiempo.com\	0	-0.09
eltit	-0.08	0.02
elton	0	-0.86
eltonin	0	-0.17
eltrabaj	0	-0.09
eltsunami	0	-0.09
elu	0	-2.24
elu00a0pintoresco	0	-0.09
elu00a0terremoto	0	-0.09
elu00a8	0	-0.09
elu00e8ctrica	0	-0.09
elu2026	0.08	-0.04
elucid	0	-0.09
elucidar	0	-0.17
elucidativo	0	-0.09
elucinda	0	-0.6
elucubraciones	0	-0.09
elude	0	-4.83
eludió	0	-0.26
eluniversal	0	-3.79
eluniversalmxpara	0	-0.09
eluwn	0	-0.26
elva	-0.08	-0.21
elvacanudo.cl:	0	-0.17
elvadina	0	-0.17
elvecindariocalle13@gmail.com	1.54	1.01
elvi	0	-0.34
elviajero924	0	-0.09
elviernes	-0.08	0.06
elvin	0	-0.09
elvir	0	-0.09
elvira	0	-4.91
elviraperezvasque	0	-0.09
elvis	-0.33	0.09
elvis(	0	-0.09
elvis\	0	-0.09
elviscente	0	-0.09
elvisjaque2003@hotmail.com	0	-0.09
elvive	0	-0.09
elvy	0.16	0.1
elwq	0	-0.09
elwqu00c7	0	-0.09
elwyn	0	-0.09
ely	0	-0.69
elymar	0	-0.09
elyo	0	-0.09
elysian	0	-0.09
elza	0	-0.34
elza\	0	-0.09
elástic	0	-0.09
elástica	0	-0.09
elástico	0	-0.26
eléc	0	-0.17
eléct	0	-0.09
eléctica	0	-0.09
eléctrco	0	-0.09
eléctric	-0.08	-2.8
eléctrica	-0.78	-3.48
eléctricas	0	-3.97
eléctricas\	0	-0.09
eléctrico	-3.18	0.33
eléctricos	-0.02	-1.03
eléctrictra	0	-0.09
eléctrónicas	0	-0.09
eléfonos	0	-0.09
elérico	0	-0.09
elétric	0	-0.09
elétrica	0	-0.52
elétrico	0	-0.69
elí	0	-0.26
elía	0	-0.26
elías	0	-2.33
elórtegu	0	-0.78
elórtegui	0	-0.6
em	-0.17	-5
em3seleu00e7u00f5es	0	-0.09
em9sion	0	-0.09
ema	0.49	0.23
emacs	0	-0.09
emagrece	0	-0.17
emagrecer	-0.08	-0.04
emagrecimento	0	-0.17
emai	0.08	0.05
email	1.17	0.65
emailear	0.08	0.06
emails	0	-0.26
emaipu	0	-0.09
emana	0	-0.43
emanaba	-0.08	0.06
emanaciones	0	-0.17
emanan	0	-0.09
emancipación	0	-0.09
emane	0.08	0.06
emanen	0	-0.09
emanoel	0	-0.09
emanuel	0.08	-0.47
emanuela	0	-0.09
emarz	0	-0.17
emas	0	-0.6
emata	0	-0.09
emb	0.08	-2.71
emb.santiagodechile@mae.es	0	-0.69
embadaja	0	-0.09
embaixada	0	-0.09
embaj	0	-0.26
embaja	0	-0.43
embajad	0	-0.09
embajada	2.54	-5
embajada@embachile.ch	0	-0.09
embajada@embavenez.cl	0	-2.16
embajada@embavenez.com	0	-0.17
embajada@guatemala.cl	0	-0.09
embajadadechile	0	-0.09
embajadadevenezuela@gmail.com	0	-0.09
embajadadevenezuelaenchile	0	-0.09
embajadadevenezuelaenchile@gmail.com	0	-0.95
embajadaeuarg	0.08	0.06
embajadaeucl	0	-0.09
embajadas	2.16	-2.29
embajadau2026	0	-0.09
embajado	0	-0.17
embajador	-0.24	-5
embajadora	-1.06	0.62
embajadora@embajadadevenezuela.cl	0	-0.09
embajadorde	0	-0.09
embajadores	0	-0.52
embalad	0	-0.09
embalado	0	-0.09
embalagen	0	-0.09
embalagens	0	-0.09
embalaj	0	-1.9
embalaje	0	-0.52
embalar	0	-0.17
embalce	-0.08	0.06
embalo	0	-0.09
embals	0	-0.09
embalsamar	0	-0.09
embalse	-0.24	-5
embalses	0	-0.6
embalñse	0	-0.09
embamex	0	-0.17
embara	0	-0.09
embarasada	0	-0.26
embaraza	0	-0.34
embarazad	0	-0.17
embarazada	-2.12	0.83
embarazadas	0.08	0.04
embarazado	-0.08	0.04
embarazados	0	-0.09
embarazar	-0.08	0.06
embarazo	-0.18	0.18
embarazoss	0	-0.09
embarca	0.08	0.01
embarcacione	0	-1.21
embarcaciones	-0.33	-0.42
embarcaciu00f2n	0	-0.6
embarcación	0.08	-1.68
embarcado	0	-0.09
embarcados	0	-0.09
embarcamos	0	-0.09
embarcando	-0.08	0
embarcar	0	-0.34
embarco	0	-0.17
embarcos	-0.08	0.06
embarg	0	-0.69
embarga	-0.08	0.03
embargando	-0.08	0.06
embargo	-0.59	0.4
embarqu	0	-0.26
embarque	0.08	-0.3
embarques	0	-0.26
embarr	0	-0.26
embarra	-0.57	0.04
embarrad	0	-0.43
embarrada	-0.41	0.35
embarradapobre	-0.08	0.06
embarradas	0	-0.17
embarradita	-0.08	0.05
embarrah	0	-0.09
embarran	0	-0.09
embarro	0.16	0.07
embarrrda	-0.16	0.12
embarru00e	-0.08	0.04
embarru00f2	0	-0.09
embarrá	-0.08	0
embarró	0.05	0.17
embarróo	0	-0.09
embasada	0	-0.09
embase	0	-0.17
embassies	0	-0.09
embassy	0	-0.43
embate	0.08	0
embates	0.08	0.01
embaucadora	0	-0.09
embchile@embchile.org.br	0	-0.09
embchile@minex.gob.gt	0	-0.09
embebamos	0.4	0.3
embeban	0.08	0.06
embebar	0	-0.09
embeber	0	-0.09
embergadura	-0.08	0.06
emberracados	0	-0.09
embes	0	-0.09
embestida	0	-0.17
embestido	0	-0.09
embetunado	0	-0.09
embidia	-0.08	0.05
embiste	0	-0.09
emblase	0	-0.17
emblema	0	-0.17
emblematicos	0	-0.17
emblemática	0	-0.17
emblemáticas	0	-0.52
emblor	0	-0.09
embobad	0	-0.09
embobado	0	-0.09
embola	0	-0.09
embolado	0	-0.09
embole	-0.16	0.08
emboque	0	-0.09
embor	0	-0.26
embora	0	-1.12
emborrachandonos	0	-0.09
embotellada	0	-0.09
embotelladoras	0	-0.09
embotellamientos	0	-0.09
embowa	0	-0.17
embrace	0.08	0.06
embraced	0	-0.09
embracon	0	-0.09
embrasil@brasembsantiago.cl	0	-0.69
embrazada	0	-0.09
embreague	0	-0.09
embri	0	-0.78
embriagar	0.08	0.06
embriagaré	0	-0.09
embriago	0	-0.09
embriaguez	0	-0.09
embrujo	0	-0.09
embryonic	0	-0.09
embstgo@entelchile.net	0	-0.17
embud	0	-0.09
embuelto	0.16	0.12
embutido	0	-0.09
emcanta	0	-0.09
emcina	0	-0.09
emcionado	0	-0.09
emciproprio	0	-0.26
emcitos	0	-0.09
emcontarste	0	-0.09
emcontrar	0	-0.09
emd	0	-0.17
emdb	0	-0.09
emdepes	0	-0.17
eme	-0.24	0.07
emecltda	0	-0.09
emegen	0	-0.17
emegenci	0	-0.09
emegencias	0	-0.09
emegracer	0	-0.09
emel	0	-0.09
emelec	0.08	0.06
emelectric	0.08	0.06
emelin	0	-0.09
emelina	0	-0.43
emelinda	0	-0.78
emelno	0	-0.09
emenda	0	-0.52
emepsamos	0	-0.09
emepzas	0	-0.09
emepzo	0	-0.17
emer	0	-3.36
emera	0	-0.09
emeral	0	-0.43
emerald	0	-0.17
emercias	0	-0.09
emeregencia	0.24	0.14
emerg	-0.08	-1.07
emergancia	0	-0.09
emergcia	0	-0.09
emerge	0	-0.09
emergecia	0	-0.09
emergen	0	-0.6
emergenci	0	-5
emergencia	-4.3	-5
emergencia-gobierno-comunicacion	0.08	0.06
emergencia//	0	-0.09
emergencia\	0	-0.6
emergenciaenviar	0	-0.09
emergencial	0	-0.26
emergencias	-0.12	-5
emergencias(via	0	-0.09
emergencias-onemi	0	-0.09
emergenciau201c	0	-0.09
emergency	0	-0.52
emergencía	0	-0.09
emergengia	0	-0.09
emergente	0	-0.34
emergentes	-0.16	0.09
emergenvcia	0	-0.09
emergias	0	-0.17
emergnci	0	-0.09
emergncia	0	-0.09
emergu00cancia	0	-0.34
emergéncia	0	-0.09
emeritense	0	-0.17
emerso	0	-0.09
emerson	-0.08	-1.68
emerter	0	-0.26
emery	0	-0.09
emeterio	0	-0.09
emfermo	-0.16	0.12
emgañado	0	-0.09
emi	-0.23	0.42
emibitch	0	-0.09
emice	0	-0.09
emicida	0	-0.09
emierda	0	-0.09
emifrancata@hotmail.com	0	-0.17
emigrado	0	-0.09
emigrantes	0	-0.26
emigrar	0	-0.26
emiguel	0	-0.09
emil	0	-0.34
emilce	0	-0.09
emiley	0.08	0.06
emili	0	-0.26
emilia	0.32	-2.06
emiliana	0	-0.09
emiliano	0.08	-0.21
emilie	-0.02	0.05
emilio	0.19	-3.56
emiliociriza	0	-0.17
emiliozz	0	-0.09
emilly	0	-0.43
emilo	0	-0.09
emily	0	-5
eminencia	0	-0.09
eminente	0	-0.09
emir	0.08	0.06
emirates	0	-0.09
emiro	0	-0.09
emis	0.16	0.11
emisferio	-0.08	0.06
emision	0	-0.52
emisiones	0	-0.09
emisión	0.4	0.25
emison	0	-0.09
emisor	0	-0.26
emisora	1.35	1.04
emisoras	0.21	0.24
emisuegra	0	-0.09
emit	0	-0.09
emita	0	-0.17
emitacarolina@gmail.com	0	-0.17
emitan	0	-0.17
emitas	0.08	0.06
emite	-0.16	-0.68
emiten	0	-1.38
emiti	0	-0.09
emitida	0	-1.55
emitidas	0	-0.09
emitido	-0.08	-1.42
emitidos	0	-1.64
emitiendo	0.16	0.03
emitieron	0	-0.6
emitir	0	-0.78
emitirá	0	-1.12
emitiría	0	-0.09
emitiva	0	-0.09
emitió	0.08	-1.94
emm	0.67	0.68
emma	0.16	0.04
emmanue	0	-0.09
emmanuel	0	-0.43
emme	-0.16	0.12
emmergencia	-0.08	0.06
emmerich	0	-0.17
emmm	0.32	0.24
emmmm	0.08	0.06
emmmmmm	0.08	0.06
emmy	0	-0.09
emn	-0.08	0.03
emnsaje	0	-0.09
emnsajes	0	-0.17
emo	-0.73	0.18
emo-visual	0	-0.09
emocianada	0	-0.17
emocine	0	-0.09
emocio	0.08	0.04
emocion	1.24	1.22
emocion-	0.08	0.06
emociona	0.13	-0.08
emocionaba	0	-0.52
emocionad	0	-0.6
emocionada	0.43	0.54
emocionadisima	0	-0.09
emocionado	-0.02	-1.29
emocionados	0.08	0.05
emocional	0.05	0.08
emocional-	0	-0.09
emocional/racional	0	-0.09
emocional\	0	-1.72
emocionalment	-0.08	0.06
emocionalmente	0.08	-0.13
emocioname	0	-0.09
emocionan	0	-0.52
emocionant	0	-0.69
emocionante	2.24	1.51
emocionantes	0	-0.34
emocionar	0	-0.09
emocionara	0	-0.09
emocionaron	0	-0.09
emocionará	0	-0.43
emocionaste	0	-0.6
emocionastée	-0.08	0.06
emocionate	0	-0.09
emociondo	0	-0.09
emocione	-0.27	0.27
emocionei	0	-0.09
emocionen	-0.08	0.06
emocionence	-0.08	0.06
emociones	-0.23	0.4
emocionesu00a1u00a1u00a1	0.08	0.06
emocionnnnn	0.08	0.06
emociono	-0.12	0.2
emocionoverdaderamente	0	-0.09
emocionu00e	0	-0.09
emocioné	0	-0.09
emocionó	-0.92	0.76
emocionó)	0	-0.09
emoció	0	-0.69
emoción	0.89	0.52
emol	-0.41	-5
emol.cl	0.08	0.05
emol.com	0.16	-0.77
emol.com:	0	-2.33
emol.com?	0	-0.09
emolticon	0	-0.09
emomsteral	0	-0.09
emos	-0.49	0.19
emoshion	0	-0.09
emoticon	0	-0.26
emoticones	0	-0.17
emoticons	0	-0.09
emoticón	0	-0.09
emotion	-0.08	0.06
emotiv	0	-0.43
emotiva	0.4	-5
emotivo	0.08	-0.99
emou00e7oes	0	-0.09
emou00e7u00e3o	0	-0.09
emoyivas	0	-0.09
emp	-0.08	0.01
empa	0	-0.17
empacar	0	-0.09
empachado	0	-0.09
empachaste	0	-0.09
empacho	-0.08	0.06
empaco	0	-0.09
empadronados	0	-0.43
empalar	-0.08	0.06
empalme	0	-0.09
empana	0.08	0.06
empanada	0	-0.6
empanadas	0.05	0.11
empanaditas	-0.02	0.11
empanads	0	-0.09
empanas	0	-0.09
empanata	0	-0.09
empandas	0	-0.09
empandass	0	-0.09
empantas	0	-0.09
empapad	0	-0.09
empapelado	0	-0.09
empapelameinto	0	-0.09
empaquen	0	-0.09
empaques	0	-0.09
empaquetada	0	-0.09
empaquetado	0.08	0.06
empaquetando	0	-0.09
empaquetar	0	-0.26
emparchar	0	-0.09
emparedad	0	-0.34
emparedada	0	-0.09
emparedado	0	-0.09
emparedar	0	-0.6
emparejado	0	-0.09
empart	0.08	0.06
empastaron	-0.08	0.06
empat	0	-0.17
empata	0	-0.43
empatad	0	-0.09
empatadas	0	-0.34
empatado	0	-0.17
empatados	0	-0.09
empatar	0	-0.09
empatarle	0	-0.09
empataron	0	-0.09
empatará	0.08	0.06
empate	0.08	-0.73
empatia	-0.08	0.06
empatic	-0.08	0.06
empatico	0	-0.09
empatisan	-0.08	0.06
empatiza	0	-0.09
empatizamo	0	-0.09
empato	0	-0.43
empatí	0	-0.17
empatía	0.05	0.16
empava	0	-0.09
empazo	0	-0.09
empaña	0	-0.09
empañad	0	-0.09
empañado	0	-0.43
empc	-0.08	0.06
empear	-0.08	0.06
empece	-0.1	0.11
empecemos	-0.02	0.01
empecé	0	-0.6
empeda	0	-0.09
empedaba	0	-0.09
empedernido	0.08	0.06
empedid	0	-0.09
empedido	0	-0.09
empedo	-0.08	0.05
empedocles	0	-0.09
empedrad	0	-4.66
empedrado	0.54	0.26
empelota	-0.08	-0.82
empelotan	0	-0.09
empelotando	-0.08	0.06
empelotar	0	-0.26
empendedores	0	-0.09
empenzando	0	-0.17
empenzaron	0.08	0.06
empeor	0	-0.26
empeora	-0.33	0.17
empeoraba	0.08	0.06
empeoran	-0.16	-0.17
empeorand	0	-0.34
empeorando	-0.16	0.12
empeorar	-0.16	0.06
empeorarán	0	-0.17
empeore	-0.18	0.23
emper	0	-0.09
emperado	0	-0.17
emperador	0	-0.86
emperador\	0.08	0.04
emperatriz	0	-0.26
empesada	0.08	0.06
empesado	0	-0.09
empesamos	0	-0.17
empesando	0	-0.34
empesar	-0.35	0.32
empesara	0	-0.09
empesaran	0	-0.17
empesaron	0	-0.43
empesas	0	-0.09
empesaste	0	-0.09
empese	-0.08	0.04
empeso	0.05	0.08
empez	-0.1	0.17
empeza	0.08	0.05
empezaba	0	-0.17
empezaban	-0.08	0.03
empezado	0.13	0.11
empezamos	1.08	0.76
empezams	0	-0.09
empezando	0.06	0.79
empezandoa	0	-0.09
empezar	2.53	3.12
empezar-	-0.08	0.06
empezara	-0.16	0.08
empezaran	0	-0.95
empezaras	0	-0.09
empezare	-0.08	0
empezaremos	-0.02	0.1
empezaria	0	-0.09
empezaro	0	-0.09
empezaron	-0.6	0.22
empezarte	0	-0.09
empezará	0	-0.6
empezarán	0	-0.26
empezaré	0	-0.17
empezaría	0	-0.09
empezarían	0	-0.09
empezarón	-0.08	0.06
empezas	0.08	0
empezaste	0	-0.26
empeze	-0.49	0.3
empezemos	0.16	0.08
empezo	-0.89	1.11
empezs	0	-0.09
empezu00f	0	-0.09
empezu00f2	0	-0.09
empezá	-0.08	0.06
empezás	0	-0.09
empezé	0	-0.17
empezó	-0.09	-1.21
empeña	-0.08	0.05
empeñado	0	-0.26
empeñados	0	-0.09
empeñamos	0	-0.09
empeño	0	-0.34
empiean	-0.08	0.06
empieca	0	-0.09
empiece	0.54	0.46
empiecen	-1.02	0.8
empieces	0.08	-0.04
empienza	0	-0.09
empiesa	-0.04	0.2
empiesan	-0.16	0.11
empiese	-0.02	0.09
empiesen	0	-0.09
empieso	-0.16	0.08
empieza	-0.09	1.08
empiezan	0.42	-4.74
empiezas	0	-0.86
empieze	0.21	0.24
empiezen	-0.24	0.12
empiezo	-0.64	0.79
empilusharse	0	-0.09
empinada	0	-0.09
empinado	0	-0.09
empinar	0	-0.09
empinó	0.08	0.06
empire	0	-0.17
empitri	-0.08	0.06
empiu00e8za	0	-0.09
empizan	0	-0.17
empize	0.16	0.12
empl	0	-0.26
emplaque	0	-0.09
emplazen	0.08	0.06
emplazo	0	-0.09
emple	0	-0.26
emplea	0	-0.17
emplead	0	-0.09
empleada	0	-2.5
empleado	0	-0.6
empleador	-0.08	0.04
empleadores	0	-1.81
empleados	-0.24	-0.9
emplean	0	-0.26
emplear	0	-0.09
emplearlo	0.08	0.06
empleo	-0.08	0.06
empleos	-0.08	-1.33
emplorando	0	-0.09
employe	0	-0.09
employes	0	-0.17
emplumados	0.08	0.05
empobrecido	0	-0.09
empobrecimiento	-0.08	0.06
empodera	-0.08	0.06
empoderado	0	-0.09
empoderar	0	-0.09
empolgad	0	-0.09
empolgada	0	-0.09
empolgadas	0	-0.09
empollar	0	-0.09
empolvaos	-0.08	0.06
empomaron	0	-0.09
empordu00e0	0	-0.09
emporia	0	-0.26
emporio	0.08	0.04
emporium	0.08	0.06
emporter	0	-0.09
empotado	-0.08	0.06
empotrados	0	-0.17
empowering	0	-0.09
emppiezo	0	-0.09
empr	0	-0.09
empredarado	0	-0.17
emprededorismo	0	-0.09
empreder	0	-0.09
empredrado	0.32	0.24
empreg	0	-0.09
emprega	0	-0.09
emprego	0	-0.6
empregos	0	-0.17
emprendan	0.08	0.06
emprende	0	-0.17
emprendedo	0	-0.09
emprendedor	0	-0.95
emprendedora	0	-0.09
emprendedoras	0	-0.17
emprendedore	0	-0.26
emprendedores	0.16	-0.51
emprender	0.73	0.46
emprendidos	0	-0.09
emprendiendo	0.08	0.04
emprendimient	0	-0.17
emprendimiento	0	-0.26
emprendimientos	0	-0.09
emprersas	0	-0.09
empres	0	-1.29
empresa	-1.65	0.07
empresa\	0	-0.09
empresafecha	0	-0.09
empresari	0	-0.26
empresaria	-0.08	-3.06
empresariado	0	-0.17
empresarial	-0.35	-5
empresarial//	0	-0.09
empresariales	0	-0.26
empresaril	0	-0.09
empresario	0.94	0.31
empresario//para	0	-0.09
empresarios	-0.21	-2.31
empresarioz	0	-0.09
empresas	-2.33	-5
empresascon	0	-0.09
empreses	0	-0.17
empress	0	-0.09
empresta	0	-0.17
emprestad	0	-0.09
empresto	0.08	0.05
empresário	0	-0.17
empresários	-0.08	0.06
emprsarial	0	-0.09
emps	0	-0.09
empty	0	-0.09
empuj	0	-0.09
empujados	0	-0.09
empujando	0	-0.17
empujar	-0.16	0.1
empujaron	0	-0.09
empuje	0	-0.09
empujemos	0	-0.09
empujoncito	0	-0.09
empujó	0	-0.09
empujón	0	-0.09
empurram	0	-0.09
empurrar	0	-0.09
emputan	0	-0.09
emputece	-0.16	0.09
emputecida	-0.08	0.04
emputecido	0	-0.26
emq	0	-0.09
emregencia	0	-0.17
emrgenci	0	-0.09
emrgencia	0	-0.52
emrgencias	0	-0.09
emrgncia	-0.49	0.35
ems	0	-0.09
emsayar	0.08	0.06
emsc	0	-1.03
emtere	0	-0.09
emtiendote	0.08	0.06
emuela	-0.08	0.06
emulación	0	-0.09
emulador	0	-0.26
emulan	0	-0.17
emular	0.08	0.05
emviadas	0	-0.09
emviar	0.08	0.06
emy	-0.08	0.04
emylle	0	-0.09
emíeza	0	-0.09
en	-5	5
en-chile-gogle-armo-una-herramienta-para-la-busqueda-de-personas	0	-0.09
en/desde	0	-0.17
en1	0	-0.09
en11	0	-0.09
en15	0	-0.09
en180grados	0	-0.09
en2006	0	-0.09
en2009	0	-0.09
en2pt@bot.talk.gogle.com	0	-0.09
en36q4ece4	0	-0.09
en\id\	0	-0.09
ena	0.08	-0.04
enable	0	-0.09
enacapulco	0.08	0.05
enacar	0	-0.09
enagu	0	-0.09
enaguas	0	-0.09
enajenado	0	-0.09
enajenados	-0.08	0.06
enal	-0.08	0.06
enalapril	0	-0.09
enalces	0	-0.09
enaltece	0	-0.09
enaltecen	0	-0.69
enaltecimiento	0	-0.09
enam	0.16	0.12
enamel	0	-0.17
enami	0	-0.09
enamora	0.16	0.04
enamoraba	-0.08	0.06
enamorad	0	-0.26
enamorada	0.19	0.28
enamoradas	0.08	0.05
enamoradas\	0	-0.09
enamoradisima	0	-0.09
enamoradisimo	0	-0.09
enamorado	0.75	0.85
enamorados	-0.16	0.08
enamorai	0	-0.17
enamoramos	0	-0.09
enamoran	0	-0.17
enamorando	0	-0.09
enamorao	0.08	0.06
enamorar	0	-0.6
enamorarme	0	-0.17
enamoraron	0.08	0.05
enamorarse	0	-0.09
enamoraría	0	-0.09
enamoras	0.08	0.05
enamoraste	0	-0.17
enamorate	0	-0.09
enamorda	0	-0.09
enamore	0.49	0.22
enamoro	0.08	0.05
enamorou	0	-0.09
enamoré	0.08	-0.04
enamoró	0	-0.09
enamurenado	0	-0.09
enan	-0.08	0.06
enana	0.43	0.58
enanin	0.32	0.24
enanitos	0.16	0.09
enano	-0.08	-0.3
enanos	0	-0.43
enantaria	0	-0.17
enap	0	-3.79
enardecidas	0	-0.09
enarica	0	-0.17
enas	0	-0.09
enb	-0.08	0.06
enbajada	0	-0.17
enbalse	0	-0.09
enbarcarse	0.08	0.06
enbarra	0	-0.09
enbarrada	0	-0.09
enbergadur	0	-0.09
enbergadura	0.08	0.06
enbes	0	-0.09
enboba	-0.08	0.06
enbobados	0	-0.09
enbogotu00e	0	-0.09
enbolante	0	-0.09
enburrado	0	-0.09
enc	0.08	0.03
enca	0	-0.17
encabe	0	-0.17
encabeza	0.16	-3.96
encabezada	0	-0.09
encabezado	0	-0.43
encabezados	0	-0.09
encabezan	0	-0.17
encabezando	0	-0.09
encabezar	0	-0.34
encabezara	0	-0.09
encabezará	0.08	-1.07
encabronado	0	-0.09
encabronao	0	-0.09
encabronar	-0.08	0.06
encabulad	0	-0.09
encadenado	0	-0.09
encadenados	0	-0.52
encadenar	0	-0.09
encaj	0	-0.09
encaja	0.24	0.17
encajar	-0.08	0.05
encajo	-0.16	0.12
encajonados	0.08	0.06
encajonó	0	-2.33
encalada	2.02	1.52
encalhad	0	-0.09
encalhado	0	-0.09
encallado	-0.33	0.24
encalle	0	-0.09
encalm	0	-0.09
encambio	0	-0.17
encaminada	0.08	0.06
encaminhados	0	-0.09
encanad	0	-0.09
encanado	0	-0.09
encanador	0	-0.09
encando	0	-0.09
encanta	5	5
encantaba	-0.08	0.06
encantaban	0.08	0.06
encantada	0.49	0.37
encantado	0.24	0.18
encantador	0.16	0.12
encantadora	0.16	0.12
encantan	5	5
encantar	0.97	0.73
encantaria	1.1	0.98
encantaron	0.16	0.12
encantaru266b	0.08	0.06
encantaría	0.16	0.12
encantas	1.05	0.79
encante	0.16	0.12
encanto	5	5
encantyas	0.08	0.06
encantó	0.65	0.49
encapetad	0	-0.09
encapetada	0	-0.09
encapuchada	-0.08	0.06
encapuchado	0	-0.09
encapuchados	-0.08	0.06
encara	-0.02	0.02
encaracolado	0	-0.09
encaralhad	0	-0.09
encarand	0	-0.17
encarando	-0.08	0.06
encarar	-0.08	-0.82
encararan	-0.08	0.06
encararesos	0	-0.26
encarcelado	0	-0.09
encarcelados	0	-0.09
encarcelaran	0	-0.09
encare	0	-0.09
encarecen	0	-0.17
encarecer	0	-0.09
encarecida%	0	-0.09
encarecidamente	0	-0.26
encarg	0	-0.17
encarga	0	-1.03
encargad	0	-0.17
encargada	-0.02	-0.6
encargadas	0	-0.17
encargado	0	-3.1
encargados	-0.1	0.11
encargamos	0	-0.17
encargan	0	-0.34
encargar	0	-0.09
encargara	0	-0.09
encargare	-0.08	0.06
encargarla	-0.08	0.06
encargarlo	0	-0.17
encargaron	-0.08	0.06
encargarse	-0.08	0.05
encargarte	0	-0.17
encargará	0	-0.17
encargen	-0.08	0.06
encargo	0.29	0.15
encargos	0	-0.09
encargue	-0.08	0.05
encarguen	0	-0.17
encariñe	0	-0.17
encarna	0	-0.17
encarnacion	0	-0.34
encarnado	0	-0.09
encarnizamiento	0	-0.17
encaro	0	-0.09
encarregada	0	-0.17
encarrilándose	0	-0.09
encart	0	-0.09
encarta	0	-0.17
encarte	0	-0.09
encasita	0	-0.09
encata	0.13	0.23
encatan	0.08	0.06
encataria	-0.08	0.06
encatas	0.08	0.06
encato	0.16	0.11
encausar	0	-0.17
encecida	-0.08	0.06
encedieron	0	-0.09
encefalo	0	-0.09
encegida	0.08	0.06
encendamos	0	-0.09
encendedor	0	-0.34
encendedores	0	-0.09
encender	-0.04	0.06
encenderlo	0	-0.09
encenderme	0	-0.09
encendia	0.32	0.17
encendid	0	-0.17
encendida	0.05	0.11
encendidas	0	-0.52
encendido	0.08	0.01
encendiendo	0	-0.09
encendiera	0	-0.09
encendieron	0	-0.09
encendio	0	-0.09
encendor	-0.08	0.06
encendí	0	-0.09
encentran	0	-0.09
encerar	0	-0.09
encerar\	0	-0.09
enceres	0	-0.09
encergan	0	-0.09
enceri	-0.08	0.06
encerio	-0.62	0.85
encerios	0.08	0.05
encerio¿	0	-0.09
encerra	0	-0.86
encerrad	0	-0.34
encerrada	-0.57	0.39
encerradas	0	-3.62
encerrado	-0.33	-1.2
